Name,URI,Region GSS code,Period,Sales volume,Reporting period,House price index All property types,Pivotable date
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2019-10,284,monthly,126.63,01/10/2019
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2019-10,191,monthly,119.49,01/10/2019
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2019-10,244,monthly,97.21,01/10/2019
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2019-10,165,monthly,121.14,01/10/2019
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2019-11,251,monthly,124.21,01/11/2019
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2019-11,292,monthly,128,01/11/2019
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2019-11,206,monthly,118.25,01/11/2019
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2019-11,185,monthly,96.24,01/11/2019
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2019-11,187,monthly,121.72,01/11/2019
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2019-12,198,monthly,126.22,01/12/2019
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2019-12,296,monthly,125.87,01/12/2019
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2019-12,289,monthly,116.89,01/12/2019
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2019-12,164,monthly,97.38,01/12/2019
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2019-12,179,monthly,122.24,01/12/2019
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-01,178,monthly,123.28,01/01/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-01,206,monthly,125.22,01/01/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-01,174,monthly,118.4,01/01/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-01,178,monthly,98.69,01/01/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-01,148,monthly,121.32,01/01/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-02,189,monthly,123.45,01/02/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-02,252,monthly,125.19,01/02/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-02,161,monthly,121.42,01/02/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-02,172,monthly,100.62,01/02/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-02,122,monthly,118.58,01/02/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-03,172,monthly,124.28,01/03/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-03,254,monthly,124.33,01/03/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-03,145,monthly,123.06,01/03/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-03,199,monthly,98.31,01/03/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-03,169,monthly,118.98,01/03/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-04,98,monthly,125.25,01/04/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-04,116,monthly,125.44,01/04/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-04,60,monthly,122.76,01/04/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-04,125,monthly,94.95,01/04/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-04,79,monthly,119.09,01/04/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-05,78,monthly,124.22,01/05/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-05,94,monthly,124.89,01/05/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-05,68,monthly,123.27,01/05/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-05,95,monthly,92.77,01/05/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-05,77,monthly,118.93,01/05/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-06,155,monthly,122.61,01/06/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-06,131,monthly,123.3,01/06/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-06,128,monthly,123.36,01/06/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-06,103,monthly,98.49,01/06/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-06,112,monthly,118.01,01/06/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-07,169,monthly,123.03,01/07/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-07,198,monthly,122.37,01/07/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-07,167,monthly,126.67,01/07/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-07,160,monthly,103.49,01/07/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-07,124,monthly,118.48,01/07/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-08,162,monthly,126.15,01/08/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-08,195,monthly,122.84,01/08/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-08,144,monthly,125.52,01/08/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-08,152,monthly,104.68,01/08/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-08,164,monthly,124.21,01/08/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-09,200,monthly,126.91,01/09/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-09,209,monthly,126.44,01/09/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-09,192,monthly,129.18,01/09/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-09,196,monthly,101.74,01/09/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-09,188,monthly,125.2,01/09/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-10,238,monthly,128.76,01/10/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-10,294,monthly,126.65,01/10/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-10,160,monthly,125.86,01/10/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-10,181,monthly,98.9,01/10/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-10,202,monthly,128.61,01/10/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-11,254,monthly,128.06,01/11/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-11,304,monthly,128.06,01/11/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-11,145,monthly,126.39,01/11/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-11,170,monthly,100.95,01/11/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-11,177,monthly,127.31,01/11/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2020-12,277,monthly,130.42,01/12/2020
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2020-12,349,monthly,126.41,01/12/2020
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2020-12,170,monthly,124.28,01/12/2020
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2020-12,199,monthly,97.59,01/12/2020
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2020-12,242,monthly,127.9,01/12/2020
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-01,234,monthly,131.94,01/01/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-01,264,monthly,128.51,01/01/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-01,187,monthly,126.51,01/01/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-01,181,monthly,97.92,01/01/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-01,206,monthly,129.56,01/01/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-02,354,monthly,133.06,01/02/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-02,309,monthly,128.4,01/02/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-02,241,monthly,127.17,01/02/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-02,183,monthly,95.88,01/02/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-02,226,monthly,127.81,01/02/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-03,460,monthly,133.61,01/03/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-03,430,monthly,128.84,01/03/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-03,391,monthly,126.26,01/03/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-03,371,monthly,97.93,01/03/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-03,387,monthly,126.31,01/03/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-04,280,monthly,133.05,01/04/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-04,257,monthly,127.44,01/04/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-04,185,monthly,122.96,01/04/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-04,215,monthly,101.03,01/04/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-04,230,monthly,122.34,01/04/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-05,243,monthly,131.79,01/05/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-05,263,monthly,126.17,01/05/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-05,183,monthly,121.38,01/05/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-05,171,monthly,100.83,01/05/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-05,158,monthly,122.31,01/05/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-06,775,monthly,132.67,01/06/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-06,811,monthly,128.85,01/06/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-06,739,monthly,123.68,01/06/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-06,594,monthly,100.57,01/06/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-06,666,monthly,123.23,01/06/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-07,69,monthly,132.69,01/07/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-07,104,monthly,124.28,01/07/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-07,71,monthly,130.56,01/07/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-07,52,monthly,107.78,01/07/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-07,51,monthly,122.6,01/07/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-08,203,monthly,135.1,01/08/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-08,180,monthly,125.84,01/08/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-08,126,monthly,132.63,01/08/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-08,111,monthly,114.34,01/08/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-08,121,monthly,125.83,01/08/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-09,388,monthly,135.51,01/09/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-09,355,monthly,124.17,01/09/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-09,253,monthly,131.18,01/09/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-09,245,monthly,116.53,01/09/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-09,288,monthly,126.66,01/09/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-10,131,monthly,136.47,01/10/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-10,148,monthly,128.32,01/10/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-10,96,monthly,123.62,01/10/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-10,93,monthly,108.75,01/10/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-10,118,monthly,128.95,01/10/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-11,207,monthly,136.43,01/11/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-11,230,monthly,127.97,01/11/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-11,136,monthly,122.14,01/11/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-11,152,monthly,104.12,01/11/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-11,136,monthly,127.5,01/11/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2021-12,219,monthly,136.51,01/12/2021
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2021-12,209,monthly,127,01/12/2021
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2021-12,173,monthly,124.34,01/12/2021
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2021-12,145,monthly,102.75,01/12/2021
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2021-12,141,monthly,125.76,01/12/2021
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-01,185,monthly,136.83,01/01/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-01,200,monthly,128.68,01/01/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-01,117,monthly,132.76,01/01/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-01,141,monthly,103.15,01/01/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-01,141,monthly,128.72,01/01/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-02,206,monthly,136.86,01/02/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-02,228,monthly,128.87,01/02/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-02,162,monthly,135.37,01/02/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-02,140,monthly,103.34,01/02/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-02,121,monthly,129.14,01/02/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-03,235,monthly,137.52,01/03/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-03,214,monthly,129.8,01/03/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-03,188,monthly,133.84,01/03/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-03,174,monthly,102.16,01/03/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-03,168,monthly,129.33,01/03/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-04,210,monthly,139.29,01/04/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-04,194,monthly,129.42,01/04/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-04,157,monthly,128.69,01/04/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-04,167,monthly,101.15,01/04/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-04,157,monthly,126.71,01/04/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-05,236,monthly,141.2,01/05/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-05,216,monthly,132.3,01/05/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-05,155,monthly,127.2,01/05/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-05,174,monthly,101.7,01/05/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-05,166,monthly,127.2,01/05/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-06,220,monthly,141,01/06/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-06,254,monthly,134.6,01/06/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-06,167,monthly,131.1,01/06/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-06,169,monthly,105.3,01/06/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-06,144,monthly,127.7,01/06/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-07,227,monthly,141.4,01/07/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-07,283,monthly,135.7,01/07/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-07,184,monthly,135.2,01/07/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-07,204,monthly,108.7,01/07/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-07,200,monthly,129.1,01/07/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-08,248,monthly,142.5,01/08/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-08,271,monthly,136,01/08/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-08,207,monthly,138.3,01/08/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-08,209,monthly,111.1,01/08/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-08,230,monthly,130.7,01/08/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-09,266,monthly,143.8,01/09/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-09,248,monthly,138.2,01/09/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-09,252,monthly,138.3,01/09/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-09,173,monthly,110.7,01/09/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-09,237,monthly,134.5,01/09/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-10,235,monthly,145.9,01/10/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-10,263,monthly,139.1,01/10/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-10,195,monthly,137.8,01/10/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-10,159,monthly,107.7,01/10/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-10,187,monthly,134.1,01/10/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-11,225,monthly,145.6,01/11/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-11,248,monthly,139.3,01/11/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-11,189,monthly,137.2,01/11/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-11,159,monthly,103.4,01/11/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-11,211,monthly,134.4,01/11/2022
Enfield,http://landregistry.data.gov.uk/id/region/enfield,E09000010,2022-12,212,monthly,145.5,01/12/2022
Greenwich,http://landregistry.data.gov.uk/id/region/greenwich,E09000011,2022-12,198,monthly,137.4,01/12/2022
Hackney,http://landregistry.data.gov.uk/id/region/hackney,E09000012,2022-12,171,monthly,133.7,01/12/2022
Hammersmith and Fulham,http://landregistry.data.gov.uk/id/region/hammersmith-and-fulham,E09000013,2022-12,141,monthly,101.1,01/12/2022
Haringey,http://landregistry.data.gov.uk/id/region/haringey,E09000014,2022-12,163,monthly,132.8,01/12/2022
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-01,169,monthly,116.04,01/01/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-01,224,monthly,132.16,01/01/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-01,211,monthly,125.04,01/01/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-01,158,monthly,118.47,01/01/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-01,128,monthly,103.08,01/01/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-02,168,monthly,116.3,01/02/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-02,223,monthly,131.29,01/02/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-02,174,monthly,125.12,01/02/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-02,147,monthly,116.51,01/02/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-02,156,monthly,101.74,01/02/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-03,261,monthly,113.93,01/03/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-03,269,monthly,129.53,01/03/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-03,250,monthly,123.91,01/03/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-03,187,monthly,117.34,01/03/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-03,167,monthly,101.94,01/03/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-04,213,monthly,114.28,01/04/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-04,214,monthly,129.29,01/04/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-04,215,monthly,122.39,01/04/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-04,161,monthly,117.9,01/04/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-04,132,monthly,100.7,01/04/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-05,215,monthly,113.54,01/05/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-05,230,monthly,130.14,01/05/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-05,261,monthly,121.23,01/05/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-05,140,monthly,118.61,01/05/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-05,147,monthly,101.65,01/05/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-06,204,monthly,114.64,01/06/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-06,254,monthly,131.59,01/06/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-06,299,monthly,119.71,01/06/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-06,147,monthly,119.46,01/06/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-06,172,monthly,101.64,01/06/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-07,185,monthly,114.23,01/07/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-07,287,monthly,132.38,01/07/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-07,230,monthly,120.53,01/07/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-07,138,monthly,118.62,01/07/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-07,189,monthly,102.31,01/07/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-08,217,monthly,115.02,01/08/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-08,316,monthly,132.3,01/08/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-08,272,monthly,120.19,01/08/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-08,202,monthly,120.67,01/08/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-08,184,monthly,104.33,01/08/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-09,206,monthly,115.87,01/09/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-09,281,monthly,131.92,01/09/2019
Hillingdon,http://landregistry.data.gov.uk/id/region/hillingdon,E09000017,2019-09,265,monthly,122.06,01/09/2019
Hounslow,http://landregistry.data.gov.uk/id/region/hounslow,E09000018,2019-09,172,monthly,121.91,01/09/2019
Islington,http://landregistry.data.gov.uk/id/region/islington,E09000019,2019-09,138,monthly,106.1,01/09/2019
Harrow,http://landregistry.data.gov.uk/id/region/harrow,E09000015,2019-10,187,monthly,116.16,01/10/2019
Havering,http://landregistry.data.gov.uk/id/region/havering,E09000016,2019-10,291,monthly,132.13,01/10/2019
